Works of Libanius
Ἔργα Λιβανίου
by Libanius of Antioch
eul_wid: swk-ah    eul_aid: swk

Period   Late Antique
Dialect  Atticizing
Domain   Oratory
Format   Oration

The surviving works of Libanius of Antioch constitute one of the most extensive and significant literary corpora from a single author in Late Antiquity. Composed in refined Attic Greek during the mid-to-late fourth century CE, the collection encompasses sixty-four orations, fifty-one declamations, a substantial body of preliminary rhetorical exercises known as progymnasmata, and over fifteen hundred letters. The orations demonstrate remarkable variety, ranging from formal panegyrics celebrating cities to autobiographical accounts, judicial speeches, and direct political appeals to imperial authorities. His extensive epistolary collection offers an unparalleled view into the intricate social, professional, and intellectual networks of the period.

Operating from Antioch, a major cultural and administrative hub of the Eastern Roman Empire, Libanius wrote as a devoted adherent of traditional Hellenic religion and a master teacher of rhetoric. His works functioned both as pedagogical models for his renowned school of rhetoric and as active engagements with the profound political and religious transformations of his era. Modern scholarship interprets his prolific output as a sustained, sophisticated defense of classical Greek paideia—the system of education and civic values—against the rising cultural and institutional dominance of Christianity. Numerous orations address contemporary events with directness, such as advocating for the interests of Antioch or expressing support for the policies of the pagan emperor Julian.

The texts survive in a notably complete state, a testament to Libanius's enduring reputation as a preeminent stylistic model throughout the Byzantine educational tradition. A complex manuscript tradition has preserved the majority of his orations and declamations. The vast corpus of letters, while immense, is generally considered a curated selection from an originally even larger body of personal and professional correspondence.

Text
----

1	*Epist. 1–839: vol. 10 Κλεάρχῳ.
Ep 395 1	Ἐγὼ πρὸς Ἱεροκλέα γράφων, πολλάκις δὲ τοῦτο ἐποίησα, οὐκ ἔστιν ὅτε οὐ προσέθηκα τό· ὅπως ἡμῖν εὖ ποιῇς τὸν ἑταῖρον Ἄνθιο ν. καὶ ἴσως μέν τί σοι κἀκεῖνος βεβοήθηκεν· εἰ δὲ οὐδέν τι προσέσχεν, ἀλλ’ ἐξεύρηκά γε σύμμαχον, ὃς ἐμήν γε χάριν κἂν διὰ πυρὸς ἔλθοι. εἴτε οὖν δεῖ σοί τι προσγενέσθαι ἀγαθόν, προθυμήσεται· εἴτε λυθῆναι λυπηρόν, οὐκ ἀποκνήσει· εἴθ’ ἕτερον ἄρχοντα πεῖσαι τὰ δίκαια πρὸς σὲ ποιεῖν, οὐδὲ τοῦτο φεύξεται.
Ep 395 3	κεχάρισται δὲ πρὸ τῶν ἄλλων τῷ γράμματά σοι δι’ αὐτοῦ παρ’ ἐμοῦ φοιτᾶν. θάρρει δὴ καὶ πρόσιθι καὶ τὰ σαυτοῦ θεράπευε καὶ νόμιζε καιροῦ τινος εἰλῆφθαι. Ἀρισταινέτῳ.
Ep 396 1	Ἡ πόλις ἡμῶν πλέον ἐρῶσι τῆς σῆς ψυχῆς ἢ σὺ τῆς ἐμῆς· καὶ σὺ μὲν τῆς ἐμῆς ἴσως οὐκ εἰκότως, οἱ δέ γε τῆς σῆς καὶ μάλα εἰκότως. ὥστ’ εἰ μὴ ἦν ἐλπὶς ὅτι αὐτοῖς ἀφίξῃ, πάλαι ἂν ἦσαν αὐτοὶ παρὰ σοί. ἡ δὲ Ἀπελλίωνος ἀρχὴ τοῦ καλοῦ σοί τε δίδωσι πρὸ τῆς ἡμετέρας ὁρᾶν ἀγαθὰ τούτῳ τε πρὸ τῶν ἄλλων ἐραστῶν ἀπολαύειν τῶν παιδικῶν.
Ep 396 3	θαυμάσῃ δὲ αὐτοῦ τὸ πρᾷον, τὸ ἄδολον, τὸ φιλεῖν εἰδέναι, τὸ μὴ εἰδέναι κερδαίνειν ἃ μὴ καλόν. ἃ μαρτυρεῖ μὲν Αἴγυπτος ἤδη, φήσετε δὲ καὶ ὑμεῖς πειρώμενοι. Ἀλκίμῳ.
Ep 397 1	Ἐθρέψαμεν ὑμῖν ἄρχοντα καὶ μέγα φρονοῦμεν οὐ τῷ πολίτην ἄρχειν ἡμέτερον, ἀλλ’ ὅτι οἶδεν, ὅ τι ποτὲ ἔργον ἀρχῆς. οἶδε γὰρ ὅτι δεῖ τὸν ἐνταῦθα σχήματος ἑστηκότα μὴ πλουσιώτερον, ἀλλ’ ἐνδοξότερον ἀπαλλάττεσθαι καὶ τοιαῦτα δρᾶν, ἃ ποιήσει τοὺς ἀρχομένους εὔχεσθαι μένειν αὑτοῖς τὴν προστασίαν. Αἰγύπτιοι μὲν οὖν πολλάκις ταῦτα εὔξαντο, πρὸς δὲ ὑμᾶς τὸ κέρδος μεταβέβηκεν.
Ep 397 2	ὁ δὲ φιλῶν με πάνυ σφόδρα, τίνα μάλιστα φιλοίην τῶν παρ’ ὑμῖν, ἤρετο, ὅπως αὐτῷ εἴη φίλος. ἐγὼ δὲ ἀκούσας τὸ μάλιστ α, πρὸς σέ τε εὐθὺς ἠνέχθην καὶ τὸν Ἄλκιμον ἐφθεγξάμην. ὁ δὲ γράφε τοίνυν ἔφη, καὶ κομι ῶ .
Ep 397 3	χαριῇ γὰρ οὐ τῷ ληψομένῳ πλέον ἢ τῷ φέροντ ι . καὶ ἐπέστελλον συναρμόττων τῇ ἐπιστολῇ σοφὸν παιδευτὴν Ἄλκιμον καὶ ἄρχοντα δίκαιον Ἀπελλίωνα. Ἀκακίῳ.
Ep 398 1	Χρηστὸς εἶ τοῖς γράμμασιν. ἃ γὰρ ἐν ἡμῖν εἶναι ἐθέλεις, περὶ τούτων ὡς ἐνόντων γράφεις. ἐμὲ δὲ εἰ μέν τις ὡς ἐπιστάμενον πονεῖν ἐπαινεῖ, τάχα οὐ ψεύδεται· λόγων δὲ ποιητὴν ὅστις οἴεται δεξιόν, ἴστω ὅτι ψεύδεται. τῆς δὲ ἐπιστολῆς σου καὶ τοῦ μήκους ἠράσθημεν καὶ ὡς οὐ μακροτέρα μᾶλλον ἢ καλλίων.
Ep 398 2	δείκνυται δὲ καὶ ἐν ταῖς τῶν νέων ψυχαῖς ἡ σὴ τέχνη· ὡς οὐ πολλοὶ παρ’ ἡμᾶς ὧδε ἔχοντες τάξεως ἦλθον. Ἀνδρονίκῳ.
Ep 399 1	Ποίοις Βοιωτοῖς συγγενόμενος ἀποβέβληκας τὴν περὶ τοὺς λόγους τέχνην; οὐ γὰρ ἐκεῖνό γε Ἀνδρονίκου τὸ τὰς μὲν μακρὰς ἐπιστολὰς ἐπαινεῖν πανταχοῦ, τὰς δὲ οὐ μακρὰς ἐλαύνειν, ἀλλ’ εὖ ᾔδεις ὡς ἑκατέρῳ τε ἔνι χώρα καὶ μετὰ τοῦ καιροῦ καὶ τοῦτο κἀκεῖνο καλόν. σὺ δὲ ἐπιλαβόμενος τῆς ἐν τοῖς γράμμασι βραχύτητος αὐτὸ τοῦτο εὐθὺς ἑτέρας ἐποιοῦ κατηγορίας ἀφορμὴν συκοφάντης ὢν ἐν ἀμφοῖν.
Ep 399 2	διώκων γὰρ τὴν ἐπιστολὴν ἐπὶ τῷ μέτρῳ τῇ γε ὀργῇ πάλιν ἄλλην αἰτίαν ἔπλασας, διφθέραν οἶμαί τινα οὐκ ἀποδοθεῖσαν. οὕτω θαυμαστὸς ἡμῖν πλάστης γέγονας ἅτε πόλιν οἰκῶν γέμουσαν πλασμάτων.
Ep 399 3	ἡμῖν δὲ πόλις μὲν τῆς ὑμετέρας μικροτέρα, μικροψυχίαν δὲ ἴσως οὐκ ἐντίθησιν. οὐδέ γε, ὦ δαιμόνιε, τἄλλα οὕτω ταπεινῶς πράττομεν ὥστ’ ἔχειν σχολὴν ἐννοεῖν, εἰ τόδε ὁ δεῖνα λαβὼν κατέχει. τῶν δὲ παρ’ ὑμῖν σοφιστῶν μὴ καταγέλα, οἷς ἐστιν ἃ σοφισταῖς εἶναι δεῖ, μέγεθος οἰκιῶν, πλῆθος νέων, γαστρὸς εὐρυχωρία, τὸ δουλεύειν εἰδέναι· μέγα γὰρ εἰς εὐδαιμονίαν παρ’ ὑμῖν τὸ κατεπτηχέναι καὶ ὁ δουλότερος ἑτέρου ῥητορικώτερος.
Ep 399 5	εἰς ἐμὲ δὲ οἰόμενος τὰ φίλου ποιεῖν ἴσθι τὰ πολεμίου δρῶν. πράττεις μὲν γάρ, ὅπως ὑμῖν ἐπανέλθοιμι, τοῦτο δὲ εἰ μὲν ἀγνοῶν, ἐν οἷς ὢν τυγχάνω, προθυμῇ, τάχα οὐ φιλοῦντος ἡ ἄγνοια· εἰ δ’ ἐπιστάμενος, ἐξ ὅσης ζάλης εἰς ὅσην εἰρήνην ἥκω, πρὸς τὴν ζάλην αὖθις ἐκ τῆς εἰρήνης ἕλκεις, οὐ πάνυ γίγνῃ Θησεὺς εἰς Πειρίθουν. ὥστ’ ἐοίκαμεν σοὶ μὲν μέμφεσθαι τῷ φίλῳ, τὸν δὲ οὐ φίλον ἐπαινεῖν τὸν ἄρχοντα.
Ep 399 6	καὶ γὰρ εἰ ἡ γνώμη μισοῦντος, ἀλλὰ τό γε ἔργον ὠφελοῦντος. κωλύει γάρ με μὴ ἐλθεῖν τοῦτό μοι πρῶτον χαριζόμενος τὸ μὴ Κλεομένην ἰδεῖν. ᾧ σὺ συνὼν μὲν ἔτι μή με ἐξαπάτα· μὴ συνὼν δὲ τί πάθοις ἂν εἰκότως, ὃς ὃν ἔμελλες φεύξεσθαι, τοῦτον ἠγάπας, καὶ ταῦτα μέλλων ἕτερον ἀνιάσειν καλὸν κἀγαθὸν καὶ σώφρονα καὶ δυνατώτερον; ἀλλ’, ὦ φίλτατε Ἀνδρόνικε, παῦσαι μὲν τῆς πρὸς τὸν κύνα συνηθείας, εἰ μὴ πέπαυσαι· παῦσαι δὲ τοῦ πειρᾶσθαί με ἐνθένδε κινεῖν.
Ep 399 8	βούλευσαι δὲ περὶ τῶν πρὸς τὸν θεῖον βουλὴν ἀγαθὴν ἀφείς με τῆς τοιαύτης διακονίας. ὁρῶ γὰρ ὡς ἐπί τι πρᾷον τὸ πρᾶγμα βαδίζει. Μαντιθέῳ.
Ep 400 1	Ἐκ τῶν γραμμάτων, ἃ πάλαι πρὸς ἡμᾶς ἐπεπόμφεις, αὐτόν σε προσεδοκῶμεν ἥξειν, τὸ δὲ ἀπὸ τῆς Εὐρώπης ἐπιστέλλειν καινόν τι ἡμῖν ἐφάνη. λαβὼν δέ σου τὴν ἐπιστολὴν οὐδέν τι ἠξίουν μέλλειν, ἀλλ’ εὐθὺς δραμὼν παρὰ τὸν ἄνδρα ὃν ἐβούλου πᾶσιν οἷς εἶχον ἐγκωμίοις ἐχρώμην κατὰ σοῦ καὶ μεταπέμπεσθαι παρῄνουν.
Ep 400 3	ὁ δ’ εἰ μὲν ἀγνοεῖς ἔφη τὰ πεπραγμένα αὐτ ῷ , καθεύδει ς · εἰ δὲ εἰδὼς περὶ τοιούτων τρόπων τοιούτους ἐπαίνους ἐργάζ ῃ , τὸν μὲν ὅπως κοσμήσεις ζητεῖ ς , ἐμοῦ δὲ οὐ σφόδρα κήδ ῃ . πειρωμένου δέ μου τὰς κατηγορίας λύειν ἄνδρα ἔφασκεν ἀξιόπιστον ἥκοντα ἐξ Ἰωνίας ἀπηγγελκέναι καὶ μὴ δεῖν με ἐνοχλεῖν. ὡς μὲν οὖν οὐκ ἠδικήκαμεν, ἀλλ’, εἴπερ τι συνέβη δύσκολον, ἠτυχήκαμεν ἐπίσταμαι· τόν τε γὰρ σὸν ἐπίσταμαι τρόπον αὐτός τέ εἰμι τῶν πεπληγμένων ὑπὸ τῶν ῥᾳδίως ψευδομένων.
Ep 400 5	ἃ δ’ οὖν ἔδει γενέσθαι ἡμῖν, κατὰ τοῦτο οὐ πέπρακται· σὺ δ’ εἴ τιν’ ἄλλην ὁδὸν ὁρᾷς, πρὸς ἣν ἔχω τι δυνάμεως, ἐπίστελλε καί με οὐ φήσεις ἀργὸν εἶναι. τὰ δὲ τοῦ κακούργου δούλου καὶ τῶν χρηστῶν ἀδελφῶν ὧδε ἔσχεν.
Ep 400 6	ἄρχοντος Ὁνωράτου στρατιώτης ἐπ’ αὐτοὺς ἐλθὼν λαβὼν ἦγεν. ἔτι δὲ αὐτῶν ἐπὶ τῆς πορείας ὄντων ὁ μὲν ἀπήλλακτο τῆς ἀρχῆς, ὁ δὲ ἀφῆκεν οὓς ἦγε, δῆλον ὡς ἀποδόμενος τὴν ἄφεσιν. ταῦτα γνοὺς Νεβρίδιος διπλῆν πράττεται τιμωρίαν τὸν στρατιώτην.
Ep 400 7	μαστιγώσας γὰρ ἐκβάλλει τοῦ καταλόγου καὶ δι’ ἄλλων ἐκείνους ἀναζητεῖ. οὕτως ἡμῖν τῶν δυσχερῶν τὰ μὲν ἐπέρχεται, τὰ δὲ οὐκ ἐθέλει λυθῆναι. δεῖ μέντοι πιστεύειν ὡς ἥξει ποτὲ καιρὸς τοῦ βελτίονος πίθου. Γυμνασίῳ.
Ep 401 1	Ἐξουσία σοι παρ’ ἡμᾶς ἰέναι. καὶ οὐκ ἀλαζονεύσομαί γε, ὅτι ταῦτα λέγω. ἀλλ’ ὡς ἤκουσε Στρατήγιος ὁ πάντα ἐπαινέτην αὑτοῦ δεικνὺς ἀληθῆ, ὅτι Γυμνάσιος ἐρῴη Συρίας, εὐθὺς μὲν ἐγκώμιον κατέτεινε, σοφιστοῦ πόνον, οὕτως ἦν πολύ τε καὶ καλόν, ἡμῖν δὲ οὐ δέδωκε σπουδάσαι πάντα εὐθὺς ποιῶν. σὺ δ’ ἔοικας τῶν μὲν παρ’ ἡμῖν ἐπιθυμεῖν, ὑπὸ δὲ τῶν ἐκεῖθεν κατέχεσθαι.
Ep 402 t	Θεμιστίῳ. Ἐν τοῖς πολίταις ἡμῶν ἀεί τι περὶ σοῦ λέγομεν τό τε ἦθος ὡς χρηστὸν διηγούμενοι καὶ τοὺς λόγους ὡς θαυμαστοί, καὶ τίς μὲν εἴης φίλους ἀμείψασθαι, τίς δὲ ἐχθροὺς ἀμύνασθαι, καὶ ὅτι σοὶ φίλοι μὲν οἳ καὶ τοῖς θεοῖς, ἐχθροὶ δὲ οἳ καὶ τοῖς θεοῖς.
Ep 402 2	ταυτὶ δὲ οὐκ ἔστι μὲν ὅτε οὐκ ἐπιστεύετο, Φιλομήτωρ δὲ ἥκων καὶ τοιαῦτα ἐπέθηκεν, ὥστε μικρά με λέγοντα ἀπέφηνεν. ἐγὼ δὲ ἔχαιρον ἡττώμενος· ὑπὲρ ἐμοῦ γὰρ ὁ νικῶν ἐνίκα. τὸ μὲν οὖν πρῶτον ἡμῖν ἐδόκει πάντα πράττειν, ὅπως ἂν ἔλθοις· ἔπειθ’ ἑκόντες ἐπανήκαμεν τῆς σπουδῆς, τελευτῶντες δὲ πρὸς τοὐναντίον χρώμεθα τῇ σπουδῇ καιρὸν εἶναί σοι νομίζοντες κατὰ χώραν μένειν.
Ep 402 4	τὴν δὲ αἰτίαν τῆς μεταβολῆς ἐγγράψαι μὲν οὐκ εἶχε καλῶς, ἢν δέ τις παρ’ ὑμᾶς ἴῃ τῶν ἐπιτηδείων, ἀπὸ στόματος ἀκούσῃ. Καλλιοπίῳ.
Ep 403 1	Ὁ κακῶς ἀπολούμενος Θεόδωρος σοί τε πόνων αἴτιος καὶ ἡμῖν τοῖς ἠδικημένοις ὀργῆς. οὐ μέντοι τοῦτό γέ σοι μεμφόμεθα τὸ τοὺς παρόντας πρὸ τῶν ἀπόντων ποιεῖσθαι καὶ τοὺς μὲν αἰδεῖσθαι, τοὺς δὲ οἴεσθαι τεθνάναι. οὐ γάρ με λανθάνεις εἰς δόξαν ἥκων ἀπὸ τοῦ τῶν φίλων ἐπιμελὴς εἶναι. ἀλλ’, ὦ δαιμόνιε, τὸ μὲν ἀδικεῖσθαι λυπεῖσθαι ποιεῖ, τῶν λυπουμένων δὲ οὐκ ἀσφαλὴς ἡ γλῶττα.
Ep 403 2	ὥστ’, εἴ τι καὶ ῥῆμα ἀηδέστερον ἐξέφυγε, τοῦ καιροῦ τοῦτο νομιστέον, οὐ τῆς ἡμετέρας γνώμης. ὁ δὲ Θεόδωρος ἡμῖν ἀποκρινάσθω εἴτε τοῖς αὑτοῦ συνὼν ἐθέλει τὰ δίκαια ποιεῖν εἴθ’ ἥδιστα ἂν παρ’ ἡμῖν λούσαιτο.
Ep 403 3	καὶ οὐ φθονήσομέν γε αὐτῷ τῆς ὁδοῦ. Ῥητορίῳ.
Ep 404 1	Πράττομεν, ὡς ἂν εὔξαιο καὶ ὡς οὐκ ἂν ἔνιοι τῶν παρ’ ἡμῖν εὔξαιντο. σοὶ δὲ μείζων ἂν ἦν ἡδονὴ παρόντι ὁρᾶν ἢ ἀπόντι ἀκούειν. τί δὴ μαθὼν οὐ καρποῖ τὴν μείζονα εὐφροσύνην; τί δὲ οὐ δεῦρο βαδίζεις ἡμῶν ὄντων ἐνθάδε; ὃ πολλάκις ἔδρασας ἡμῶν οὐκ ὄντων ἐνθάδε· οἴει καθήμενος ἀπολήψεσθαί με καί που καὶ χρόνον προλέγεις καὶ γελᾷς ὡς ἔχων.
Ep 404 3	ἀλλ’ ἴσθι καὶ ἡμῖν ὑπάρχον ψήφισμα γράψαι καὶ δεηθῆναι, δοῦναι δὲ χάριν ἕτοιμος βασιλεὺς καὶ προσάγειν ἀνάγκην οὐκ οἶδεν. Ἀρισταινέτῳ.
Ep 405 1	Καὶ ὅτε ἀσθενεῖν σοι τὴν γυναῖκα ἠκούομεν, συνηλγοῦμεν ἐννοοῦντες ὡς εἰκός σε διακεῖσθαι καμνούσης, καὶ ἐπειδὴ τὴν τελευτὴν ἐπυθόμην, ἀνῴμωξα δεινόν τι ποιούμενος Ἀρισταίνετον εἶναι ἐν πένθει, οὗ τῇ φύσει πανηγύρεις πρέπουσιν. ὁρμήσας δὲ παραμυθεῖσθαι λόγοις ἀνέσχον δείσας μὴ πάνυ σε δοκῶν εἰδέναι ἔπειτα ἁλοίην ἀγνοῶν.
Ep 405 2	οἷς γὰρ ἔμελλόν σε κουφιεῖν, τούτοις δὴ τοῖς Πινδάρου καὶ Σιμωνίδου, καὶ ὅσα ἐκ τραγῳδιῶν εἰώθαμεν φάρμακα λύπῃ προσάγειν, πάντα ἐδόκεις μοι πάλαι τε εἰδέναι κἂν πρὸς ἄλλους εἰπεῖν. ἐλογιζόμην οὖν ὅτι, εἰ μὲν οἷά τε κατακοιμίζειν ἀθυμίαν, αὐτὸς ἰάσῃ σαυτόν, εἰ δ’ οὐχ οἷά τε, καὶ παρ’ ἄλλου μάτην ἂν λέγοιτο.
Ep 405 3	διὰ ταῦτα τοῦ μὲν ἀφίσταμαι, τὴν διήγησιν δέ σοι τῶν πραγμάτων ἀποδίδωμι, ἃ τοῦ χειμῶνος συνέβη. ἠρξάμεθα τῆς συνουσίας μετὰ προλόγου καί τινος ἁμίλλης πρός τι τῶν Δημοσθένους.
Ep 405 4	ἦν δὲ ὁ μὲν Τύχην μονὴν αἰτῶν βεβαίαν, τῇ δὲ ἁμίλλῃ πολλαὶ μορφαί. καὶ προσῆλθον, ἐπειδὴ ἀνέστην, ἑπτακαίδεκα νέοι. Πλάτων δέ, οἶμαι, ἠσθένει Ζηνόβιος ὁ χρηστός. ἔπειτα ἐγὼ μὲν τοῦ διδάσκειν εἰχόμην, τὰ δὲ ἐπέρρεεν ἔθνε α, πολῖται καὶ ξένοι καὶ ταύτῃ ὅστις εἴην εἰδέναι ἐθέλοντες.
Ep 405 5	τὸ μὲν γὰρ εἶναί με μὴ κακῶν λόγων δημιουργὸν συνεκεχώρητο, θάτερον δὲ ἐδοκιμάζετο. καὶ ἔδοξα τοῖς μὲν οὐκ εἶναι ταύτῃ χείρων, τοῖς δὲ καὶ βελτίων, ὥστ’ ἐν οὐ πολλαῖς ἡμέραις πεντήκοντα νέων ἦν ὁ χορός.
Ep 405 6	ἀριστᾶν δὲ οὐκ ἦν, ἀλλ’ ἔδει πονεῖν εἰς ἑσπέραν καὶ ἐθαυμάζετο μετὰ τῶν ἄλλων καὶ τὸ τῆς γαστρὸς κρατεῖν. ἧκεν ὁ Στρατήγιος, καὶ ἐδεξάμην τὸν ἄνδρα λόγῳ, μικρῷ μέν, οὗτος γάρ, οἶμαι, προσφωνοῦντι νόμος, ῥηθέντι δὲ κατὰ νοῦν αὐτῷ τε καὶ τοῖς ἄλλοις.
Ep 405 7	ὁ δὲ ἀντίτεχνος, καλῶ μὲν γὰρ αὐτὸν ὃ καὶ αὐτὸς ἑαυτόν, ἠπείλησεν ἐρεῖν. καὶ τοῦτ’ ἦν ἐπίδειξις ἡ ὑπόσχεσις. ἰδὼν δὲ τοὺς παιδαγωγοὺς ἰσχύοντας ἀπὸ τοῦ πωλεῖν τοὺς νέους καὶ τὸν ἐν μουσείοις κόσμον ἀπολωλότα συμβουλεύω τοῖς ἐμαυτοῦ πολίταις μὴ ταῦτα περιορᾶν, ἀλλ’ ἀγανακτῆσαί τε καὶ κωλύσαι.
